monk ,abc297/G,Java,"public class Main {
    public static void main(String[] args) {
        int n, l, r, p, xr = 0;
        Scanner scanner = new Scanner(System.in);
        n = scanner.nextInt();
        l = scanner.nextInt();
        r = scanner.nextInt();
        for (int i = 0; i < n; i++) {
            p = scanner.nextInt();
            xr ^= (p % (l + r)) / l;
        }
        System.out.println((xr > 0) ? ""First"" : ""Second"");
    }
}
","import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        int n, l, r, p, xr = 0;
        Scanner scanner = new Scanner(System.in);
        n = scanner.nextInt();
        l = scanner.nextInt();
        r = scanner.nextInt();
        for (int i = 0; i < n; i++) {
            p = scanner.nextInt();
            xr ^= (p % (l + r)) / l;
        }
        System.out.println((xr > 0) ? ""First"" : ""Second"");
    }
}
",CE
hiromi_ayase ,abc297/G,Java,"import java.util.*;

@SuppressWarnings(""unused"")
public class Main {

  private static void solve() {
    int n = ni();
    int l = ni();
    int r = ni();
    int[] a = na(n);

    int g = 0;
    for (int v : a) {
      g ^= g(v, l, r);
    }
    if (g == 0) {
      System.out.println(""Second"");
    } else {
      System.out.println(""First"");
    }
  }


  private static int g(int v, int l, int r) {
    int x = v % (l + r);
    return Math.max(0, x - l + 1);
  }

  public static void main(String[] args) {
    new Thread(null, new Runnable() {
      @Override
      public void run() {
        long start = System.currentTimeMillis();
        String debug = args.length > 0 ? args[0] : null;
        if (debug != null) {
          try {
            is = java.nio.file.Files.newInputStream(java.nio.file.Paths.get(debug));
          } catch (Exception e) {
            throw new RuntimeException(e);
          }
        }
        reader = new java.io.BufferedReader(new java.io.InputStreamReader(is), 32768);
        solve();
        out.flush();
        tr((System.currentTimeMillis() - start) + ""ms"");
      }
    }, """", 64000000).start();
  }

  private static java.io.InputStream is = System.in;
  private static java.io.PrintWriter out = new java.io.PrintWriter(System.out);
  private static java.util.StringTokenizer tokenizer = null;
  private static java.io.BufferedReader reader;

  public static String next() {
    while (tokenizer == null || !tokenizer.hasMoreTokens()) {
      try {
        tokenizer = new java.util.StringTokenizer(reader.readLine());
      } catch (Exception e) {
        throw new RuntimeException(e);
      }
    }
    return tokenizer.nextToken();
  }

  private static double nd() {
    return Double.parseDouble(next());
  }

  private static long nl() {
    return Long.parseLong(next());
  }

  private static int[] na(int n) {
    int[] a = new int[n];
    for (int i = 0; i < n; i++)
      a[i] = ni();
    return a;
  }

  private static char[] ns() {
    return next().toCharArray();
  }

  private static long[] nal(int n) {
    long[] a = new long[n];
    for (int i = 0; i < n; i++)
      a[i] = nl();
    return a;
  }

  private static int[][] ntable(int n, int m) {
    int[][] table = new int[n][m];
    for (int i = 0; i < n; i++) {
      for (int j = 0; j < m; j++) {
        table[i][j] = ni();
      }
    }
    return table;
  }

  private static int[][] nlist(int n, int m) {
    int[][] table = new int[m][n];
    for (int i = 0; i < n; i++) {
      for (int j = 0; j < m; j++) {
        table[j][i] = ni();
      }
    }
    return table;
  }

  private static int ni() {
    return Integer.parseInt(next());
  }

  private static void tr(Object... o) {
    if (is != System.in)
      System.out.println(java.util.Arrays.deepToString(o));
  }
}
","import java.util.*;

@SuppressWarnings(""unused"")
public class Main {

  private static void solve() {
    int n = ni();
    int l = ni();
    int r = ni();
    int[] a = na(n);

    int g = 0;
    for (int v : a) {
      g ^= g(v, l, r);
    }
    if (g == 0) {
      System.out.println(""Second"");
    } else {
      System.out.println(""First"");
    }
  }

  private static int g(int v, int l, int r) {
    
    
    
    
    
    
    
    
    
    
    

    int x = v % (l + r);

    return x / l;
  }

  public static void main(String[] args) {
    new Thread(null, new Runnable() {
      @Override
      public void run() {
        long start = System.currentTimeMillis();
        String debug = args.length > 0 ? args[0] : null;
        if (debug != null) {
          try {
            is = java.nio.file.Files.newInputStream(java.nio.file.Paths.get(debug));
          } catch (Exception e) {
            throw new RuntimeException(e);
          }
        }
        reader = new java.io.BufferedReader(new java.io.InputStreamReader(is), 32768);
        solve();
        out.flush();
        tr((System.currentTimeMillis() - start) + ""ms"");
      }
    }, """", 64000000).start();
  }

  private static java.io.InputStream is = System.in;
  private static java.io.PrintWriter out = new java.io.PrintWriter(System.out);
  private static java.util.StringTokenizer tokenizer = null;
  private static java.io.BufferedReader reader;

  public static String next() {
    while (tokenizer == null || !tokenizer.hasMoreTokens()) {
      try {
        tokenizer = new java.util.StringTokenizer(reader.readLine());
      } catch (Exception e) {
        throw new RuntimeException(e);
      }
    }
    return tokenizer.nextToken();
  }

  private static double nd() {
    return Double.parseDouble(next());
  }

  private static long nl() {
    return Long.parseLong(next());
  }

  private static int[] na(int n) {
    int[] a = new int[n];
    for (int i = 0; i < n; i++)
      a[i] = ni();
    return a;
  }

  private static char[] ns() {
    return next().toCharArray();
  }

  private static long[] nal(int n) {
    long[] a = new long[n];
    for (int i = 0; i < n; i++)
      a[i] = nl();
    return a;
  }

  private static int[][] ntable(int n, int m) {
    int[][] table = new int[n][m];
    for (int i = 0; i < n; i++) {
      for (int j = 0; j < m; j++) {
        table[i][j] = ni();
      }
    }
    return table;
  }

  private static int[][] nlist(int n, int m) {
    int[][] table = new int[m][n];
    for (int i = 0; i < n; i++) {
      for (int j = 0; j < m; j++) {
        table[j][i] = ni();
      }
    }
    return table;
  }

  private static int ni() {
    return Integer.parseInt(next());
  }

  private static void tr(Object... o) {
    if (is != System.in)
      System.out.println(java.util.Arrays.deepToString(o));
  }
}
",WA
kero0331 ,abc296/C,Java,"import java.util.*;
import java.io.*;
public class Main {
    public static void main(String[] args)throws Exception{
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        String[] str = br.readLine().split("" "");
        int n = Integer.parseInt(str[0]);
        int x = Integer.parseInt(str[1]);
        str = br.readLine().split("" "");
        int[] a = new int[str.length];
        a[0] = Integer.parseInt(str[0]);
        for(int i = 1; i<str.length; i++){
            a[i] = Integer.parseInt(str[i]);
        }
        Arrays.sort(a);
        int b;
        for(int i = 0; i<n; i++){
            b = Arrays.binarySearch(a,a[i]+x);
            if(b>-1){
                System.out.println(""Yes"");
                break;
            }
        }
        System.out.println(""No"");
    }
}
","import java.util.*;
import java.io.*;
public class Main {
    public static void main(String[] args)throws Exception{
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        String[] str = br.readLine().split("" "");
        int n = Integer.parseInt(str[0]);
        int x = Integer.parseInt(str[1]);
        str = br.readLine().split("" "");
        int[] a = new int[str.length];
        for(int i = 0; i<str.length; i++){
            a[i] = Integer.parseInt(str[i]);
        }
        Arrays.sort(a);
        int b;
        for(int i = 0; i<n; i++){
            b = Arrays.binarySearch(a,a[i]+x);
            if(b>-1){
                System.out.println(""Yes"");
                return;
            }
        }
        System.out.println(""No"");
    }
}
",WA
FirstException ,abc296/C,Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.ArrayList;
import java.util.Arrays;
import java.util.Collections;
import java.util.HashSet;
import java.util.Random;
import java.util.StringTokenizer;
import java.util.*;

 
public class Main{
public static long gcd(long a, long b) {
      return b == 0 ? a : gcd(b, a % b); }
 public static long lcm(long u, long v)
    {
        return (u / gcd(u, v)) * v;
    }
 static final int mod=1_000_000_007;
 public static boolean areAllBitsSet(long n)
    {
        
        if (n == 0)
            return false;
     
        
        while (n > 0)
        {
            
            if ((n & 1) == 0)
                return false;
     
            
            n = n >> 1;
        }
     
            
            return true;
    }
    public static int Call(int[][] a,int n,int[] b,int j){
        int ans=0;
        for(int i=0;i<n;i++){
            b[a[i][j]]++;
            if(b[a[i][j]]==n-1){
                return a[i][j];
            }  
        }
        return 0;
    }
     public static int binarySearch(long[] a, long x)
    {
        int l = 0, r = a.length- 1;
        while (l <= r) {
            int m = l + (r - l) / 2;
 
            
            if (a[m] == x)
                return m;
 
            
            if (a[m]< x)
                l = m + 1;
 
            
            else
                r = m - 1;
        }
 
        
        
        return -1;
    }
 public static void main(String[] args) {
		FastScanner fs=new FastScanner();
		PrintWriter out=new PrintWriter(System.out);
		Scanner sc=new Scanner(System.in);
     
int T=1;
		for (int tt=1; tt<=T; tt++) {
		  int n=fs.nextInt();
		  long x=fs.nextLong();
		 long[] a=new long[n];
		 ArrayList<Long> og=new ArrayList<>();
		 for(int i=0;i<n;i++){
		     a[i]=fs.nextLong();
		 }
         for(int i=0;i<n;i++){
             og.add(a[i]+x);
         }
         boolean flag=false;
         Collections.sort(og);
         for(int i=0;i<og.size();i++){
             if(binarySearch(a,og.get(i))!=-1){
                 flag=true;
                 break;
             }
         }
      if(flag){
          out.println(""Yes"");
      }
      else{
          out.println(""No"");
      }
		}
		out.close();
		 
	}

	static int[] match(int[] a, int[] b) {
		int[] res=new int[a.length];
		for (int i=0; i<a.length; i++) res[i]=o(a[i], b[i]);
		return res;
	}
	static long toL(int[] a) {
		long ans=0;
		for (int i:a) ans=ans*3+i;
		return ans;
	}
	static int o(int a, int b) {
		if (a==b) return a;
		return a^b^3;
	}

	static final Random random=new Random();
	
	
	static void ruffleSort(int[] a) {
		int n=a.length;
		for (int i=0; i<n; i++) {
			int oi=random.nextInt(n), temp=a[oi];
			a[oi]=a[i]; a[i]=temp;
		
		Arrays.sort(a);
	} 
	}
	static long add(long a, long b) {
		return (a+b)%mod;
	}
	static long sub(long a, long b) {
		return ((a-b)%mod+mod)%mod;
	}
	static long mul(long a, long b) {
		return (a*b)%mod;
	}
	static long exp(long base, long exp) {
		if (exp==0) return 1;
		long half=exp(base, exp/2);
		if (exp%2==0) return mul(half, half);
		return mul(half, mul(half, base));
	}
	static long[] factorials=new long[2_000_001];
	static long[] invFactorials=new long[2_000_001];
	static void precompFacts() {
		factorials[0]=invFactorials[0]=1;
		for (int i=1; i<factorials.length; i++) factorials[i]=mul(factorials[i-1], i);
		invFactorials[factorials.length-1]=exp(factorials[factorials.length-1], mod-2);
		for (int i=invFactorials.length-2; i>=0; i--)
			invFactorials[i]=mul(invFactorials[i+1], i+1);
	}
	
	static long nCk(int n, int k) {
		return mul(factorials[n], mul(invFactorials[k], invFactorials[n-k]));
	}
	
	static void sort(int[] a) {
		ArrayList<Integer> l=new ArrayList<>();
		for (int i:a) l.add(i);
		Collections.sort(l);
		for (int i=0; i<a.length; i++) a[i]=l.get(i);
	}

	static class FastScanner {
		BufferedReader br=new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer st=new StringTokenizer("""");
		String next() {
			while (!st.hasMoreTokens())
				try {
					st=new StringTokenizer(br.readLine());
				} catch (IOException e) {
					e.printStackTrace();
				}
			return st.nextToken();
		}
		
		int nextInt() {
			return Integer.parseInt(next());
		}
		int[] readArray(int n) {
			int[] a=new int[n];
			for (int i=0; i<n; i++) a[i]=nextInt();
			return a;
		}
		long nextLong() {
			return Long.parseLong(next());
		}
	} 

}
","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.ArrayList;
import java.util.Arrays;
import java.util.Collections;
import java.util.HashSet;
import java.util.Random;
import java.util.StringTokenizer;
import java.util.*;

 
public class Main{
public static long gcd(long a, long b) {
      return b == 0 ? a : gcd(b, a % b); }
 public static long lcm(long u, long v)
    {
        return (u / gcd(u, v)) * v;
    }
 static final int mod=1_000_000_007;
 public static boolean areAllBitsSet(long n)
    {
        
        if (n == 0)
            return false;
     
        
        while (n > 0)
        {
            
            if ((n & 1) == 0)
                return false;
     
            
            n = n >> 1;
        }
     
            
            return true;
    }
    public static int Call(int[][] a,int n,int[] b,int j){
        int ans=0;
        for(int i=0;i<n;i++){
            b[a[i][j]]++;
            if(b[a[i][j]]==n-1){
                return a[i][j];
            }  
        }
        return 0;
    }
     public static int binarySearch(long[] a, long x)
    {
        int l = 0, r = a.length- 1;
        while (l <= r) {
            int m = l + (r - l) / 2;
 
            
            if (a[m] == x)
                return m;
 
            
            if (a[m]< x)
                l = m + 1;
 
            
            else
                r = m - 1;
        }
 
        
        
        return -1;
    }
 public static void main(String[] args) {
		FastScanner fs=new FastScanner();
		PrintWriter out=new PrintWriter(System.out);
		Scanner sc=new Scanner(System.in);
     
int T=1;
		for (int tt=1; tt<=T; tt++) {
		  int n=fs.nextInt();
		  long x=fs.nextLong();
		 long[] a=new long[n];
		 ArrayList<Long> og=new ArrayList<>();
		 for(int i=0;i<n;i++){
		     a[i]=fs.nextLong();
		 }
         for(int i=0;i<n;i++){
             og.add(a[i]+x);
         }
         Arrays.sort(a);
         boolean flag=false;
         Collections.sort(og);
         for(int i=0;i<og.size();i++){
             if(binarySearch(a,og.get(i))!=-1){
                 flag=true;
                 break;
             }
         }
      if(flag){
          out.println(""Yes"");
      }
      else{
          out.println(""No"");
      }
		}
		out.close();
		 
	}

	static int[] match(int[] a, int[] b) {
		int[] res=new int[a.length];
		for (int i=0; i<a.length; i++) res[i]=o(a[i], b[i]);
		return res;
	}
	static long toL(int[] a) {
		long ans=0;
		for (int i:a) ans=ans*3+i;
		return ans;
	}
	static int o(int a, int b) {
		if (a==b) return a;
		return a^b^3;
	}

	static final Random random=new Random();
	
	
	static void ruffleSort(int[] a) {
		int n=a.length;
		for (int i=0; i<n; i++) {
			int oi=random.nextInt(n), temp=a[oi];
			a[oi]=a[i]; a[i]=temp;
		
		Arrays.sort(a);
	} 
	}
	static long add(long a, long b) {
		return (a+b)%mod;
	}
	static long sub(long a, long b) {
		return ((a-b)%mod+mod)%mod;
	}
	static long mul(long a, long b) {
		return (a*b)%mod;
	}
	static long exp(long base, long exp) {
		if (exp==0) return 1;
		long half=exp(base, exp/2);
		if (exp%2==0) return mul(half, half);
		return mul(half, mul(half, base));
	}
	static long[] factorials=new long[2_000_001];
	static long[] invFactorials=new long[2_000_001];
	static void precompFacts() {
		factorials[0]=invFactorials[0]=1;
		for (int i=1; i<factorials.length; i++) factorials[i]=mul(factorials[i-1], i);
		invFactorials[factorials.length-1]=exp(factorials[factorials.length-1], mod-2);
		for (int i=invFactorials.length-2; i>=0; i--)
			invFactorials[i]=mul(invFactorials[i+1], i+1);
	}
	
	static long nCk(int n, int k) {
		return mul(factorials[n], mul(invFactorials[k], invFactorials[n-k]));
	}
	
	static void sort(int[] a) {
		ArrayList<Integer> l=new ArrayList<>();
		for (int i:a) l.add(i);
		Collections.sort(l);
		for (int i=0; i<a.length; i++) a[i]=l.get(i);
	}

	static class FastScanner {
		BufferedReader br=new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer st=new StringTokenizer("""");
		String next() {
			while (!st.hasMoreTokens())
				try {
					st=new StringTokenizer(br.readLine());
				} catch (IOException e) {
					e.printStackTrace();
				}
			return st.nextToken();
		}
		
		int nextInt() {
			return Integer.parseInt(next());
		}
		int[] readArray(int n) {
			int[] a=new int[n];
			for (int i=0; i<n; i++) a[i]=nextInt();
			return a;
		}
		long nextLong() {
			return Long.parseLong(next());
		}
	} 

}
",WA
viral ,abc296/C,Java,"import java.util.Scanner;
import java.util.Arrays;
class Main{
  public static void main(String[] args){
    Scanner sc = new Scanner(System.in);
    int N = sc.nextInt();
    int X = sc.nextInt();
    int[] A = new int[N];
    Arrays.setAll(A,i->sc.nextInt());
    for(int a:A){
      if(Arrays.binarySearch(A,a-X)>=0){
        System.out.println(""Yes"");
        return;
      }
    }
    System.out.println(""No"");
  }
}
","import java.util.Scanner;
import java.util.Arrays;
class Main{
  public static void main(String[] args){
    Scanner sc = new Scanner(System.in);
    int N = sc.nextInt();
    int X = sc.nextInt();
    int[] A = new int[N];
    Arrays.setAll(A,i->sc.nextInt());
    Arrays.sort(A);
    for(int a:A){
      if(Arrays.binarySearch(A,a-X)>=0){
        System.out.println(""Yes"");
        return;
      }
    }
    System.out.println(""No"");
  }
}
",WA
viral ,abc296/C,Java,"import java.util.Scanner;
import java.util.Arrays;
class Main{
  public static void main(String[] args){
    Scanner sc = new Scanner(System.in);
    int N = sc.nextInt();
    int X = sc.nextInt();
    int[] A = new int[N];
    Arrays.setAll(A,i->sc.nextInt());
    for(int a:A){
      if(Arrays.binarySearch(A,X-a)>=0){
        System.out.println(""Yes"");
        return;
      }
    }
    System.out.println(""No"");
  }
}
","import java.util.Scanner;
import java.util.Arrays;
class Main{
  public static void main(String[] args){
    Scanner sc = new Scanner(System.in);
    int N = sc.nextInt();
    int X = sc.nextInt();
    int[] A = new int[N];
    Arrays.setAll(A,i->sc.nextInt());
    Arrays.sort(A);
    for(int a:A){
      if(Arrays.binarySearch(A,a-X)>=0){
        System.out.println(""Yes"");
        return;
      }
    }
    System.out.println(""No"");
  }
}
",WA
karabina1234 ,abc296/C,Java,"import java.util.*;
 
public class Main{
  public static void main(String[] args){
    Scanner in = new Scanner(System.in);
    int n = Integer.parseInt(in.next());
    int x = Integer.parseInt(in.next());
    int[] a = new int[n];
    for(int i = 0; i < n; i++) a[i] = Integer.parseInt(in.next());
    
    for(int i = 0; i < n; i++){
      int temp = a[i] - x;
      int ans = Arrays.binarySearch(a,temp);
      if(ans < 0) continue;
      else {
        System.out.println(""Yes"");
        return;
      }
    }
    System.out.println(""No"");
    in.close();
  }
}
","import java.util.*;
 
public class Main{
  public static void main(String[] args){
    Scanner in = new Scanner(System.in);
    int n = Integer.parseInt(in.next());
    int x = Integer.parseInt(in.next());
    int[] a = new int[n];
    for(int i = 0; i < n; i++) a[i] = Integer.parseInt(in.next());
    
    Arrays.sort(a);
    for(int i = 0; i < n; i++){
      int temp = a[i] - x;
      int ans = Arrays.binarySearch(a,temp);
      if(ans < 0) continue;
      else {
        System.out.println(""Yes"");
        return;
      }
    }
    System.out.println(""No"");
    in.close();
  }
}
",WA
ToshiChan ,abc296/C,Java,"import java.util.*;

class Main{
    public static void main(String[] args){
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int x = sc.nextInt();
        int[] a = new int[n];
        for(int i=0; i<n; i++) {
            a[i] = sc.nextInt();
        }

        System.out.println(solve(n, x, a));
    }

    static String solve(int n, int x, int[] a) {
        List<Integer> as = new ArrayList<>();
        for(int i: a) {
            as.add(i);
        }

        for(Integer i: as) {
            if(as.contains(i+x)) {
                return ""Yes"";
            }
        }

        return ""No"";
    }
}
","import java.util.*;

class Main{
    public static void main(String[] args){
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int x = sc.nextInt();
        int[] a = new int[n];
        for(int i=0; i<n; i++) {
            a[i] = sc.nextInt();
        }

        System.out.println(solve(n, x, a));
    }

    static String solve(int n, int x, int[] a) {
        Set<Integer> as = new HashSet<>();
        for(int i: a) {
            as.add(i);
        }

        for(Integer i: as) {
            if(as.contains(i+x)) {
                return ""Yes"";
            }
        }

        return ""No"";
    }
}
",TLE
seyjs ,abc296/C,Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.HashSet;
import java.util.List;
import java.util.Set;
import java.util.stream.Stream;

import static java.util.stream.Collectors.toList;

public class Main {
    public static void main(String[] args) throws IOException {
        BufferedReader bufferedReader = new BufferedReader(new InputStreamReader(System.in));
        List<Integer> arr = Stream.of(bufferedReader.readLine().replaceAll(""\\s+$"", """").split("" ""))
                .map(Integer::parseInt)
                .collect(toList());
        int N = arr.get(0);
        int X = arr.get(1);

        List<Integer> nums = Stream.of(bufferedReader.readLine().replaceAll(""\\s+$"", """").split("" ""))
                .map(Integer::parseInt)
                .collect(toList());
        Set<Integer> set = new HashSet<>();
        String res = ""No"";
        for(int num:nums){
            if (set.contains(num - X) || set.contains(num + X)){
                res = ""Yes"";
                break;
            }
            set.add(num);
        }
        System.out.println(res);
        bufferedReader.close();
    }
}
","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.HashSet;
import java.util.List;
import java.util.Set;
import java.util.stream.Stream;

import static java.util.stream.Collectors.toList;

public class Main {
    public static void main(String[] args) throws IOException {
        BufferedReader bufferedReader = new BufferedReader(new InputStreamReader(System.in));
        List<Integer> arr = Stream.of(bufferedReader.readLine().replaceAll(""\\s+$"", """").split("" ""))
                .map(Integer::parseInt)
                .collect(toList());
        int N = arr.get(0);
        int X = arr.get(1);

        List<Integer> nums = Stream.of(bufferedReader.readLine().replaceAll(""\\s+$"", """").split("" ""))
                .map(Integer::parseInt)
                .collect(toList());
        Set<Integer> set = new HashSet<>();
        String res = ""No"";
        for(int num:nums){
            set.add(num);
            if (set.contains(num - X) || set.contains(num + X)) {
                res = ""Yes"";
                break;
            }
        }
        System.out.println(res);
        bufferedReader.close();
    }
}
",WA
numacci ,abc296/C,Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.*;

public class Main {

    
    void solve() {
        int N = nextInt();
        long X = nextInt();
        long[] A = new long[N];
        Set<Long> set = new HashSet<>();
        for (int i = 0; i < N; i++) {
            A[i] = fr.nextLong();
            set.add(A[i]);
        }
        for (int i = 0; i < N; i++) {
            if (set.contains(A[i])) {
                println(""Yes"");
                return;
            }
        }
        println(""No"");
    }

    
    public static void main(String[] args) {
        Main main = new Main();
        main.solve();
        flush();
    }

    
    static FastReader fr = new FastReader();

    static String next() {
        return fr.next();
    }

    static int nextInt() {
        return fr.nextInt();
    }

    static class FastReader {

        BufferedReader br;
        StringTokenizer st;

        public FastReader() {
            br = new BufferedReader(new InputStreamReader(System.in));
        }

        String next() {
            while (st == null || !st.hasMoreElements()) {
                try {
                    st = new StringTokenizer(br.readLine());
                } catch (IOException e) {
                    e.printStackTrace();
                }
            }
            return st.nextToken();
        }

        int nextInt() {
            return Integer.parseInt(next());
        }

        long nextLong() {
            return Long.parseLong(next());
        }

        double nextDouble() {
            return Double.parseDouble(next());
        }

        String nextLine() {
            String str = """";
            try {
                str = br.readLine();
            } catch (IOException e) {
                e.printStackTrace();
            }
            return str;
        }
    }

    
    static PrintWriter out = new PrintWriter(System.out);

    static void println(Object o) {
        out.println(o);
    }

    static void flush() {
        out.flush();
    }
}
","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.*;

public class Main {

    
    void solve() {
        int N = nextInt();
        long X = nextInt();
        long[] A = new long[N];
        Set<Long> set = new HashSet<>();
        for (int i = 0; i < N; i++) {
            A[i] = fr.nextLong();
            set.add(A[i]);
        }
        for (int i = 0; i < N; i++) {
            if (set.contains(A[i] - X)) {
                println(""Yes"");
                return;
            }
        }
        println(""No"");
    }

    
    public static void main(String[] args) {
        Main main = new Main();
        main.solve();
        flush();
    }

    
    static FastReader fr = new FastReader();

    static String next() {
        return fr.next();
    }

    static int nextInt() {
        return fr.nextInt();
    }

    static class FastReader {

        BufferedReader br;
        StringTokenizer st;

        public FastReader() {
            br = new BufferedReader(new InputStreamReader(System.in));
        }

        String next() {
            while (st == null || !st.hasMoreElements()) {
                try {
                    st = new StringTokenizer(br.readLine());
                } catch (IOException e) {
                    e.printStackTrace();
                }
            }
            return st.nextToken();
        }

        int nextInt() {
            return Integer.parseInt(next());
        }

        long nextLong() {
            return Long.parseLong(next());
        }

        double nextDouble() {
            return Double.parseDouble(next());
        }

        String nextLine() {
            String str = """";
            try {
                str = br.readLine();
            } catch (IOException e) {
                e.printStackTrace();
            }
            return str;
        }
    }

    
    static PrintWriter out = new PrintWriter(System.out);

    static void println(Object o) {
        out.println(o);
    }

    static void flush() {
        out.flush();
    }
}
",WA
